video_id,titulo,descrição,data_publicacao,Visualizações,Likes,Comentários,Taxa de Engajamento,thumbnail_url,youtube_url
e-ORhEE9VVg,Taylor Swift - Blank Space,"►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.t",2014-11-10,3663612671,16243681,681272,0.46,https://i.ytimg.com/vi/e-ORhEE9VVg/hqdefault.jpg,https://www.youtube.com/watch?v=e-ORhEE9VVg
QJO3ROT-A4E,One Direction - What Makes You Beautiful (Official Video),"One Direction – What Makes You Beautiful (Official Video)
Follow on Spotify - https://1D.lnk.to/Spotify
Listen on Apple Music - https://1D.lnk.to/AppleMusic
Listen on Amazon Music - https://1D.lnk.",2011-08-19,1636552778,12559475,1197328,0.84,https://i.ytimg.com/vi/QJO3ROT-A4E/hqdefault.jpg,https://www.youtube.com/watch?v=QJO3ROT-A4E
VbfpW0pbvaU,Shawn Mendes - Stitches (Official Music Video),"New album WONDER available now
Listen here: https://wonder.lnk.to/OutNow

Follow Shawn Mendes
Instagram | https://www.instagram.com/shawnmendes/
Twitter | https://twitter.com/ShawnMendes
Facebook | ht",2015-06-25,1659285209,11818273,433037,0.74,https://i.ytimg.com/vi/VbfpW0pbvaU/hqdefault.jpg,https://www.youtube.com/watch?v=VbfpW0pbvaU
1j6Pfv6xS9o,MIRA - Come With Me (Official Music Video),"🎵 Stream or download „Come With Me” here: https://lnkfi.re/miracomewithme
📱 Create a viral TikTok: https://www.tiktok.com/music/Come-With-Me-7242795833506203649
🔔 Subscribe to my channel: https://bit.",2023-06-15,8354625,25219,525,0.31,https://i.ytimg.com/vi/1j6Pfv6xS9o/hqdefault.jpg,https://www.youtube.com/watch?v=1j6Pfv6xS9o
bo_efYhYU2A,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)","MAYHEM OUT NOW
http://ladygaga.com 
 
Follow Lady Gaga:
Facebook: https://www.facebook.com/ladygaga  
Instagram: https://www.instagram.com/ladygaga  
TikTok: https://www.tiktok.com/@ladygaga   
Twitte",2018-09-27,1784514501,8579251,210751,0.49,https://i.ytimg.com/vi/bo_efYhYU2A/hqdefault.jpg,https://www.youtube.com/watch?v=bo_efYhYU2A
BPgEgaPk62M,Ariana Grande - One Last Time (Official Video),"One Last Time available for download on the full album “My Everything” here: http://smarturl.it/ArianaMyEvrythnDlxDA
Stream/Share “One Last Time” on Spotify: http://open.spotify.com/track/7xoUc6faLbCq",2015-02-16,381592258,3624157,154672,0.99,https://i.ytimg.com/vi/BPgEgaPk62M/hqdefault.jpg,https://www.youtube.com/watch?v=BPgEgaPk62M
ZAfAud_M_mg,Halsey - Without Me,"HALSEY ON TOUR THIS SUMMER - TICKETS AVAILABLE HERE: https://www.ticketmaster.com/halsey-tickets/artist/2028626

Follow Halsey –
Twitter: http://twitter.com/halsey 
Facebook: https://www.facebook.com/",2018-10-29,1033420598,9467890,162164,0.93,https://i.ytimg.com/vi/ZAfAud_M_mg/hqdefault.jpg,https://www.youtube.com/watch?v=ZAfAud_M_mg
iy4mXZN1Zzk,Robbie Williams - Feel,"Feel (Official Music Video)

The first single from Robbie's fifth studio album 'Escapology', which entered the UK Album Chart at No. 1 in November 2002 where it stayed for six weeks (returning for one",2011-01-07,455496719,1752261,43698,0.39,https://i.ytimg.com/vi/iy4mXZN1Zzk/hqdefault.jpg,https://www.youtube.com/watch?v=iy4mXZN1Zzk
Jtauh8GcxBY,Lewis Capaldi - Before You Go (Official Video),"listen to my music: https://bio.to/LewisCapaldi 
sign up for news: https://lewiscapaldi.os.fan/signup

Follow Lewis Capaldi for more
Instragram: https://www.instagram.com/lewiscapaldi
Facebook: https:",2020-01-24,425017102,4042990,61174,0.97,https://i.ytimg.com/vi/Jtauh8GcxBY/hqdefault.jpg,https://www.youtube.com/watch?v=Jtauh8GcxBY
5-ZiKXrnvog,Dynasty (Official Music Video) | MIIA,"Spotify: http://smarturl.it/DynastySP
iTunes: http://smarturl.it/DynastyIT

Directed by: Mark Pellington
Music Produced by: Joachim ""J Ryggs"" Rygg
Written by: Hillary Bernstein, Joachim Rygg, Mario Va",2016-02-04,140867124,1611168,43030,1.17,https://i.ytimg.com/vi/5-ZiKXrnvog/hqdefault.jpg,https://www.youtube.com/watch?v=5-ZiKXrnvog
UqyT8IEBkvY,Bruno Mars - 24K Magic (Official Music Video),"The official music video for Bruno Mars' ""24K Magic"" from the album '24K Magic'. 

🔔 Subscribe for the latest official music videos, live performances, lyric videos, official audio, and more ➤ https:/",2016-10-07,1736486253,8864917,253208,0.53,https://i.ytimg.com/vi/UqyT8IEBkvY/hqdefault.jpg,https://www.youtube.com/watch?v=UqyT8IEBkvY
0J3vgcE5i2o,Nelly Furtado - Promiscuous (Official Music Video) ft. Timbaland,"REMASTERED IN HD! 
Stream/Download ""7"", the album:  https://nellyfurtado.lnk.to/SEVENID

Shop Love Bites on Nelly's official store: https://NellyFurtado.lnk.to/LoveBitesShopID

Sign-up for Nelly’s exc",2009-06-17,696733470,3463916,88392,0.51,https://i.ytimg.com/vi/0J3vgcE5i2o/hqdefault.jpg,https://www.youtube.com/watch?v=0J3vgcE5i2o
1A0MPWseJIE,Chicago - Hard To Say I'm Sorry (Official Music Video),"You're watching the official music video for Chicago - ""Hard To Say I'm Sorry"" from the album 'Chicago 16' (1982)

Subscribe to the Rhino Channel! https://Rhino.lnk.to/YouTubeSubID

Check Out Our Favo",2021-10-23,125412888,753074,16044,0.61,https://i.ytimg.com/vi/1A0MPWseJIE/hqdefault.jpg,https://www.youtube.com/watch?v=1A0MPWseJIE
CGyEd0aKWZE,Ellie Goulding - Burn (Official Video),"The new album ‘Higher Than Heaven’ – order now: http://elliegoulding.lnk.to/HTHID

Ellie Goulding - Burn (Official Video)

Follow Ellie:
Tik Tok: https://EllieGoulding.lnk.to/TikTokID
Instagram: https",2013-07-07,1622589071,6326593,190152,0.4,https://i.ytimg.com/vi/CGyEd0aKWZE/hqdefault.jpg,https://www.youtube.com/watch?v=CGyEd0aKWZE
jH1RNk8954Q,Ava Max - Kings & Queens [Official Music Video],"Listen to my debut album ""Heaven & Hell"" now: https://AvaMax.lnk.to/HeavenandHellID
""Kings & Queens"" Available Now
Download/Stream: https://AvaMax.lnk.to/Kings-QueensID 

Subscribe for more official ",2020-03-27,442447794,4118058,95570,0.95,https://i.ytimg.com/vi/jH1RNk8954Q/hqdefault.jpg,https://www.youtube.com/watch?v=jH1RNk8954Q
fwK7ggA3-bU,Maroon 5 - One More Night (Official Music Video),"Buy Now!
iTunes: http://smarturl.it/1545s2
Amazon:  http://smarturl.it/sxgjyq

Sign up for updates: http://smarturl.it/Maroon5.News

Music video by Maroon 5 performing One More Night. (C) 2012 A&M/Oct",2012-06-26,1173428363,4901394,136170,0.43,https://i.ytimg.com/vi/fwK7ggA3-bU/hqdefault.jpg,https://www.youtube.com/watch?v=fwK7ggA3-bU
Mhj15W23IjA,James Arthur - Impossible (Official Video),"James Arthur - Impossible (Official Video)
Stream and download here: https://JamesArthur.lnk.to/Stream
Subscribe to James Arthur’s YouTube channel: https://JamesArthur.lnk.to/YouTubeSubscribe

WATCH S",2012-12-14,436095522,3565833,73576,0.83,https://i.ytimg.com/vi/Mhj15W23IjA/hqdefault.jpg,https://www.youtube.com/watch?v=Mhj15W23IjA
LOZuxwVk7TU,Britney Spears - Toxic (Official HD Video),"Official HD Video ""Toxic"" by Britney Spears
Listen to Britney Spears: https://BritneySpears.lnk.to/listenYD
Subscribe to the official Britney Spears YouTube channel: https://BritneySpears.lnk.to/subsc",2009-10-25,729346442,4734221,172614,0.67,https://i.ytimg.com/vi/LOZuxwVk7TU/hqdefault.jpg,https://www.youtube.com/watch?v=LOZuxwVk7TU
iXYroDymuMk,MIRA - Ladida | Lyric Video,"🎵 Stream or download ""Ladida"" here: https://ffm.to/ladidamira
📱 Create a viral TikTok: https://www.tiktok.com/music/Ladida-7357916842709518337
🔔 Subscribe to my channel: https://bit.ly/SubscribeMIRA

",2024-04-17,4643129,9404,100,0.2,https://i.ytimg.com/vi/iXYroDymuMk/hqdefault.jpg,https://www.youtube.com/watch?v=iXYroDymuMk
